uid,sags_id,page_id,link,text_data,emner,sags_register_refs
12446,387-1890,18901106_204-3,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=3,"Efter derom foreliggende Andragende, hvorover Byraadet i sit Møde den 16de f. M. vedtog at indhente Politimesterens Erklæring, og efter at denne Erklæring var modtagen ved Skrivelse af 28de f. M. vedtog man at fordele det paa konto V 1  a i Budgettet for indeværende Aar ""Til Forbedring af Patrouille-betjentes, navnlig de ældres Lønning (efter Byraadets nærmere Bestemmelse)"" optagne Beløb af 400 Kr. saaledes, at Patrouille-betjentene C. J. Krarup, J. Jensen, J Mathiasen, L. Andersen, H. Høier, R. Christensen, N. J. Jørgensen, og L. Mikkelsen hver erholder 50 Kr , hvilket er ligesom i Fjor.",#Rets- og Politivæsen.~Lønforhold.,"1890:206. side: 121#1890:206. side: 296#1890:206, side: 452#1890:206, side: 552#1890:174,202,206, side: 589"
12447,389-1890,18901106_204-3,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=3,"Paa Foranledning af en fra Kommandanten i Aarhus fremkommen Skrivelse af 10de d. M. besluttede man at meddele denne Autoritet, at Anbringelse af en Lynafledning paa det herværende Garnisons-sygehus i Følge Bygningsinspektørens Beregning vil medføre en Udgift af 660 Kr., som Byraadet er villigt til at afholde imod at Beløbet udredes af den ved Overenskomst af 10./14. Maj bestemte Byggesum og godtgjøres med 6 1/2 % aarlig.",#Sygehuse.~Militært Sygehus.,"1890:206. side: 121#1890:206. side: 296#1890:206, side: 452#1890:206, side: 552#1890:174,202,206, side: 589"
12448,394-1890,18901106_204-3,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=3,"Efter derom foreliggende Andragende, der er anbefalet af Udvalget for Markvæsenet, tillades de det Jydske Have-selskab",Foreninger.~Haveselskabet.#Jorder.~Leje af Jordlodder og Grunde.,"1890:206. side: 121#1890:206. side: 296#1890:206, side: 452#1890:206, side: 552#1890:174,202,206, side: 589"
12449,394-1890,18901106_204-4,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=4,"at foretage Fremleje i større eller mindre Lodder af den samme lejede Kommunejord, indtil Selskabet efterhaanden selv faar Brug for jorden til Frugttrædyrkning.",,"1890:200,207, side: 39#1890:207,244, side: 39#1890:195,207. side: 76#1890:207. side: 151#1890:207, side: 521#1890:207, side: 531"
12450,396-1890,18901106_204-4,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=4,I anledning af et fra Handelsgartnerne L. Thomsen og Chr. Mikkelsen under 12te Oktober d. A. indgivet Andragende erklærede Byraadet efter Forslag af Udvalget for Byens Udvidelse og Bebyggelse sig villigt til at lade en af Andragerne over deres Ejendomme paatænkt Forbindelses-gade imellem Sølystgade og Ny Munkegade anlægge ved offentlig Foranstaltning paa de i Byraadets Møde den 6te August 1885 vedtagne Betingelser.,#Gader.~Anlæg og Udvidelser af Gader (jfr. ”bygningsvæsen” under ”Planer til Bebyggelse af ny Arealer).,"1890:200,207, side: 39#1890:207,244, side: 39#1890:195,207. side: 76#1890:207. side: 151#1890:207, side: 521#1890:207, side: 531"
12451,399-1890,18901106_204-4,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=4,"Formanden meddelte, at Kjøbmand og Konsul R. Wulff overfor ham havde erklæret, at han tog sin i Mødet den 16de f. M. indgivne Plan til Bebyggelse af det ham tilhørende Terræn ved ""Trøjborg"" tilbage, som Følge af hvilket denne Sag saaledes bortfalder.",#Bygningsvæsen.~Planer for Bebyggelsen af ny Arealer (jf ”Anlæg og Udvidelser”).,"1890:200,207, side: 39#1890:207,244, side: 39#1890:195,207. side: 76#1890:207. side: 151#1890:207, side: 521#1890:207, side: 531"
12452,407-1890,18901106_204-4,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=4,"Efter fornyet Drøftelse af det i Mødet den 20de f. M. indbragte Andragende fra de Herrer S. Frich m. fl. om Tilladelse til at føre Ledninger til elektriske lysanlæg over Byens Gader, besluttede man at nedsætte et af Mønsted, Speyer, og Ramsing bestaaende Udvalg til at undersøge Spørgsmaalet, om ikke Kommunen selv bør paatage sig et elektrisk lysanlæg.
(Se Mødet den 18de Decbr. under Sag 508/90.)",#Belysning.~Elektrisk Lys.,"1890:200,207, side: 39#1890:207,244, side: 39#1890:195,207. side: 76#1890:207. side: 151#1890:207, side: 521#1890:207, side: 531"
12453,409-1890,18901106_204-4,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=4,"Fra Stadslægen forelaa den sædvanlige Beretning om Virkningen af de imod Barselsfeberens Udbredelse i Aaret fra den 1te Oktober 1889 til den 1te Oktober 1890 trufne Foranstaltninger, hvorefter der kun har været anmeldt faa tilfælde af denne Sygdom og intet med dødeligt Udfald.
Tages til Efterretning.",#Sundhedsvæsen.~Sundhedsvæsen i Almindelighed.,"1890:200,207, side: 39#1890:207,244, side: 39#1890:195,207. side: 76#1890:207. side: 151#1890:207, side: 521#1890:207, side: 531"
12454,410-1890,18901106_204-4,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=4,"Efter derom fra Stadslæge Schmiegelow i Skrivelse af 16de f. M. fremkommet Andragende tilstod man denne Embedsmand et Beløb af 200 Kr. som Bidrag til Befordringsudgifter paa grund af de her i Kommunen i indeværende Aar stedfundne epidemiske Sygdomme.
(Se Byraadsforhandl. for 1889 Side 223.)",#Sundhedsvæsen.~Stadslægen og Kommunelæger.,"1890:200,207, side: 39#1890:207,244, side: 39#1890:195,207. side: 76#1890:207. side: 151#1890:207, side: 521#1890:207, side: 531"
12456,412-1890,18901106_204-5,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=5,"Efter derom fra 3dje Ingeniørdirektion i Skrivelse af 21de f. M. fremkommen Anmodning, der er anbefalet af Udvalget for Markvæsenet, tillades det Militæretaten paa Eksercerpladsen ved Skejby at opføre en Latrine og anlægge en Brønd til Brug for Aarhus Garnison.",#Garnisonen.~Øvelsespladser.#Offentlig Renlighed.~Nødtørftshuse og Pissoirer#Vandforsyning og Vandværk.~Brønde.,"1890:208, side: 37#1890:208. side: 202#1890:208. side: 214#1890:208.3. side: 228#1890:208,233. side: 237#1890:208. side: 429#1890:208, side: 461#1890:208. side: 585"
12457,414-1890,18901106_204-5,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=5,"Efter derom fra 3de Artilleriafdeling i Skrivelse af 21de og 25de f. M. fremkommen Anmodning erklærede Byraadet sig villigt til at lade anbringe 16 Fag Forsatsvinduer i Artillerikasernens Underofficers-bygning paa Betingelse af, at de med dette Arbejde forbundne Udgifter afholdes af den til Byggeforetagender for Garnisonen efter overenskomsten af 1887 bestemte Sum, hvortil Forplejningskorpsets Tilladelse i Følge førnævnte Skrivelse og en senere modtagen Skrivelse af 11te Novbr. 1890 er erhvervet.",#Garnisonen.~Artillerikasernen.,"1890:208, side: 37#1890:208. side: 202#1890:208. side: 214#1890:208.3. side: 228#1890:208,233. side: 237#1890:208. side: 429#1890:208, side: 461#1890:208. side: 585"
12458,418-1890,18901106_204-5,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=5,"Efter derom foreliggende Andragende, der er anbefalet af Udvalget for byens og Omegns Forskjønnelse tillod Byraadet, at 3 i Sønderallé ud for Kjøbmand Chr. Møllers Hjørneejendom værende Allétræer, der ville komme til at staa lige udenfor indgangen til en Tilbygning til dette Sted, som Ejeren agter at opføre, maatte fjernes.",#Gader.~Rydning og Beplantning langs Veje.,"1890:208, side: 37#1890:208. side: 202#1890:208. side: 214#1890:208.3. side: 228#1890:208,233. side: 237#1890:208. side: 429#1890:208, side: 461#1890:208. side: 585"
12459,419-1890,18901106_204-5,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=5,Et af Udvalget for Skovvæsenet under 22. f. M. fremsendt Andragende fra Lejeren af Pavillonen i Ris Skov om Indlægning af Gas til denne vedtog man at tilstille Udvalget for Gasværket til Erklæring.,Belysning.~Gasindlæg.#Riis Skov.~Pavillonen.,"1890:208, side: 37#1890:208. side: 202#1890:208. side: 214#1890:208.3. side: 228#1890:208,233. side: 237#1890:208. side: 429#1890:208, side: 461#1890:208. side: 585"
12460,422-1890,18901106_204-5,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=5,"I en Stiftamtet kommuniceret Skrivelse af 23de f. M. havde Indenrigsministeriet begjært Byraadets Erklæring meddelt over den det fra Finansministeriets 2det Revisions-departement i Gjenpart tilstillede 8de Post i Antegnelser til Aarhus Toldregnskab for Maj Maaned d. A., af hvilken det fremgaar, at der af Revisionen er fremsat Bemærkning om, at der kun er beregnet en Gang Bropenge til Aarhus Havn dels af 38 Staalplader, der den 14de Maj indførtes med Dampskibet ""Horsa"" fra Newcastle og oplagdes i vedkommende Dampskibsselskabs pakhus paa Havnepladsen, hvorfra de den 19de Maj indladedes i Dampskibet ""Thor"" og udførtes til Nakskov, dels af en Maskine, der den 13de Juli 1889 indførtes med Dampskibet ""Hengest"" fra Newcastle og forblev henstaaende paa",#Havnen.~Havne- og Broafgifter.,"1890:208, side: 37#1890:208. side: 202#1890:208. side: 214#1890:208.3. side: 228#1890:208,233. side: 237#1890:208. side: 429#1890:208, side: 461#1890:208. side: 585"
12461,422-1890,18901106_204-6,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=6,"Havnepladsen indtil den 24de Maj d. A., da den med Dampskibet ""Kjøbenhavn"" udførtes til Kjøbenhavn. Særligt havde Ministeriet ønsket oplysning om, hvorvidt de paagjældende Varer enten i følge konnossement eller i alt fald før udlosningen i Havnen havde været bestemte til at gjenindføres, eller om bestemmelse herom først senere er tagen.
I anledning heraf havde Udvalget for Havnevæsenet i skrivelse af 3dje d. M. oplyst:
1. at de 38 Staalplader, som vare indskrevne gjennemgaaende fra Newcastle til Nakskov, ankom hertil over Nyborg med Dampskibet ""Horsa"" og oplossedes her den 14de Maj, hvorpaa de bleve oplagte i det Jydsk-Engelske Dampskibsselskabs skur, indtil de den 19de Maj igen bleve udførte som transitgods med Dampskibet ""Thor"", som var det første herfra til Nakskov afgaaende Dampskib. Pladerne have ikke været gjenstand for omsætning og ej heller været bortførte fra Havnens territorium, hvorfor udvalget formener, at dette forhold maa betragtes paa samme maade som omladning fra skib til skib, og afgift saaledes ikkun har skullet erlægges een gang;
2. at Damptærskeværket ikke var indskrevet gjennemgaaende til Kjøbenhavn, men i følge Konnossementet bestem for Aarhus, og at den forblev henstaaende paa havnepladsen efter endt udlosning til afgang den 24de Maj d. A. med Dampskibet ""Kjøbenhavn"" til Kjøbenhavn. efter disse omstændigheder formener Udvalget, at Vareafgift til Havnen i dette tilfælde bør betales saavel for ind- som for udgaaende.
Byraadet bifaldt Udvalgets ytringer og besluttede at besvare Ministeriets skrivelse i overensstemmelse med samme.
(Se mødet den 11te Decbr.)",,"1890:209. side: 219#1890:209, side: 452"
12462,434-1890,18901106_204-6,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=6,"fra 4 Reservepolitibetjente og 3 Konstituerede Politbetjente i den herværende Politistyrke forelaa der andragende om Lønnings-forbedring, men da dette Andragende først er indkommet efter at Budget-behandlingen for det kommende Aar var afsluttet, fandt Byraadet ikke for tiden anledning til at behandle det i Realiteten.",#Rets- og Politivæsen.~Lønforhold.,"1890:209. side: 219#1890:209, side: 452"
12463,453-1890,18901106_204-6,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=6,Efter derom af 8de Regiment i skirvelse af 25de Oktober d. A. fremsat anmodning erklærede Byraadet sig villigt,Garnisonen.~Fodfolkskasernen.,"1890:209. side: 219#1890:209, side: 452"
12464,453-1890,18901106_204-7,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=7,"til i 14de og 28de Bataillons Depot- og Vaaben-kamre paa Fodkolks-kasernen at lade anbringe henholdsvis 14 og 9 stykker Sabbel-knægte m. m. imod at udgiften, der anslaas til 51 Kr. 75 Øre. godtgjøres paa sædvanlig maade ved at leje-godtgjørelsen af de omspurgte lokaler forhøjes med 6 % aarlig af nævnte beløb.",,
12465,439-1890,18901106_204-7,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=7,"Til efterretning toges følgende fra Læge Lundbahl fremkomne beretning om Virksomheden paa Børnekliniken i Ryesgade i Aaret fra den 1ste September 1889 til den 31te August 1890:
""Kliniken har med en mindre afbrydelse i slutningen af December 1889 samt med enkelte tilfældige afbrydeler paa een dag været aaben hele det nævnte tidsrum, indtil 1ste Januar besørget af Dr. Weis, fra 1ste Januar af undertegnede, med undtagelse af slutningen af Juni og begyndelsen af Juli, da Dr. Frandsen paa Amtssygehuset velvillig paatog sig besørgelsen af Kliniken under min bortrejse.
Konsultationen har været Tirsdag og Lørdag Kl. 10 - 12.
Der har i alt været 93 Konsultations-dage, paa hvilke der har fremstillet sig 559 Patienter, fordelte over Aaret saaledes:
September...... 20...Januar......49.... Maj.......61
Oktober............30...Februar....56.....Juni......54
November........36...Marts........58.....Juli.......66
December........31...April.........49.....August..49
Af Konsultationer er der givet i alt 1279, fordelt over Aaret saaledes:
September...... 57...Januar......97.... Maj.......160
Oktober............47...Februar..117.....Juni......124
November........81...Marts......146.....Juli.......151
December........50...April........121.....August.128
Gennemsnitstallet har været: af uvkomne ca. 6, af Konsultationer ca. 14 pr. Konsultations-dag. det højeste antal Konsultationer, der har været givet paa een dag, har været 23.
Kliniken har været søgt af Børn i alle aldre. de fordel sig efter alderen saaledes:",#Børn.~Børneklinik.,
12466,439-1890,18901106_204-8,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=8,"0 - 1 Aar...98----5 - 6 Aar....30-----10 - 11 Aar...28
1 - 2 Aar...79----6 - 7 Aar....29-----11 - 12 Aar...19

2 - 3 Aar...57----7 - 8 Aar....32-----12 - 13 Aar...25

3 - 4 Aar...39----8 - 9 Aar....33-----13 - 14 Aar...25

4 - 5 Aar...37----9 - 10 Aar...24----14 - 15 Aar.....4

Patienter have indfundet sig fra alle Byens Kvarterer.
for tidsrummet Januar - August er forholdet i saa henseende saaledes:
Fra den indre By...............................................176
Fra Frederiksbjerg............................................174
Fra den nordre Bydel (nord for linien Nørrebrogade, Nørregade, Nørreallé)...........................................................95
fra Reginehøj--------------------------------------------17
Hvad Forældrenes stilling angaar, da have:
261 været Børn af Arbejdsmænd,
176 været Børn af Haandværkere,
34 været Børn af Sømænd,
1 været Børn af Røgter,
9 været Børn af Handlende,
1 været Børn af Værtshusholder,
33 været Børn af Enker,
1 været Børn af Musiker,
2 været Børn af Maskinister,
15 været Børn af Ugifte Mødre,
7 været Børn af Kuske,
3 været Børn af Fiskere,
6 været Børn af Fyrbødere,
1 været Børn af Kommissionær,
2 været Børn af Natbetjente,
7 været Børn af Plejebørn.
Hvad Sygdommene angaar, da har Fordøjelses-forstyrrelser, akut Hals- og Brystlideler samt Kjertelsygen med dens forskjellige ytringsformer leveret det største antal, i øvrigt have sygdommene været af den forskjelligste art. I lokalet findes opslag om, at Børn med smitsomme sygdomme ikke maa medbringes; der har da ogsaa kun været een Patient med Difteritis, hvorimod det ikke ganske er lykkedes at holde Patienter med Kighoste borte.",,
12467,439-1890,18901106_204-9,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=9,"Sygdomme fordeler sig saaledes:
Fordøjelses-sygdomme.........................113
Akut Hals- og Brystlidelser.....................108
Hjertesygdom............................................4
Tuberkulose.............................................16
Serophulose.............................................71
Engelsk Syge...........................................33
Hudsygdomme.........................................47
Blegsot.....................................................34
Febertilfælde..............................................8
Tilskadekomne.........................................13
Kighoste....................................................27
Difteritis.......................................................1
Sygdomme i Nervesystemet.....................11
Syfilis..........................................................2
Brok..........................................................15
Tandsygdomme........................................21
Influenza.....................................................7
Bylder.......................................................11
Nyrebetændelse.........................................2
Rygskævhed..............................................1
Ørelidelser..................................................4
Andre Sygdomme.....................................10
Af Operationer, som kunde udføres poliklinisk, er der udført 6 i Kloroform-narcose, foruden en del mindre operative indgreb uden narcose.
Det synes saaledes af de anførte data at fremgaa, at kliniken vedvarende vinder god tilslutning og gjør gavn blandt den ubemidlede del af Befolkningen her i Byen.""",,"1890:212, side: 353#1890:212, side: 353"
12468,442-1890,18901106_204-9,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=9,"Efter indstilling af Udvalget for Legater i skrivelse af 25de f. M. tildelte Byraadet Enken Johannne Marie Jensen, født Sørensen, en for itden ledig værende portion paa 20 Kr. af Maren Jensen, født Kjærulffs Legat.",#Legater~Uddeling af Legatportioner.,"1890:212, side: 353#1890:212, side: 353"
12469,443-1890,18901106_204-9,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=9,"Efter indstilling i skrivelse af 25de f. M. fra Udvalget for Legater, hvis medlem Hald tillige er Formand for Haandværker-foreningen, bifaldt Byraadet, at følgende understøttelse uddeles af den forhaanden værende rente-beholdning",#Legater~Uddeling af Legatportioner.,"1890:212, side: 353#1890:212, side: 353"
12470,443-1890,18901106_204-10,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=10,"578 Kroner af det Krigerske Legat for haandværks-lærlinge og haandværks-svende, nemlig:
Til Guldsmedsvend Frandz Hingelberg,
til Malersvend Valdemar Nygaard,
hver 100 Kr. som rejseunderstøttelse.
til Glarmesterlæring Marius Christensen......30 Kr.
til Klejnsmedsvend Martin Johansen............80 Kr.
til Snedkersvend Christian Jensen...............60 Kr.
til Urmagersvend Niels Chr. Mortensen........50 Kr.
til Snedkerlærling Hans H. J. Daugaard.......25 Kr.
til Snedkerlærling Jens Frederik Møller........25 Kr.
Derhos bifaldt Byraadet, at der maa anvendes et beløb af 50 Kr. til uddeling af præmier for udmærket udførte svendeprøver efter bestemmelse af Kommissionen for frivillige Svendeprøver.",,"1890:213, side: 244"
12471,445-1890,18901106_204-10,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=10,"Fra Udvalget for Havnevæsenet forelaa der med skrivelse af 4de d. M. forslag i overslag over Havnens indtægter og udgifter i 1891, hvilket blev gjennemgaaet og vedtage i den forelagte skrivelse, hvorefter det, naar det er rentrykt og derpaa underskrevet, hvilket skete i mødet den 13de November, vil være at indsende til Ministeriets approbation.
Af bilagene til forslaget anføres her tvende skrivelser fra Havneingeniøren af 4de d. M., indeholdende bemærkninger til budgettets enkelte poster, saalydende:
""Med hensyntil budgettet for 1891 bemærkes under Indtægt Konto 6: I anledning af Ophale-beddingens forbedring forventes en større Indtægt.
Indtægt Konto 7. Ved Vejerboden, hvis Folde ere blevne bedre indrettede, forventes en større Afgift

Indtægt Konto 9. Havnepakhusets leje er sat til 13,000 Kr., som er 6½ % af selve Bygningens værdi ca. 200,000 Kr.

Udgift Konto 6 a: Til et Vareskur af jærn, hvortil Projekt senere fremsendes, ansættes til Paabegyndelse 5000 Kr.
Udgift Konto 6 b 1, b 2: Langs vestre Moles Bolværk brolægges om jærnbanesporene, vest for disse chausseres. Indtil Brolægningen kan udføres chausseres, hor Vogne skulle passere Sporene.",Havnen.~Regnskaber og Overslag.,"1890:213, side: 244"
12472,445-1890,18901106_204-11,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=11,"Udgift Konto 6 b 3: Statsbanen har stillet den fordring, at Havnen skal gjøre hele Udlægget til Jærnbane-sporenes Anlæg, men summen ventes refunderet med Undtagelse af bekostningen ved Jordarbejde, Chaussering og Brolægning.
Udgift Konto 6 c: Søndre Moles Bolværk ventes tilendebragt i Foraaret og det under arbejdet borttagne jærnbane-spor nedlagt; derefter brolægges.
Udgift Konto 6 h: Dette Arbejde er afhængigt af, om jærnbane-sporet langs Kystvejen flyttes i 1891.

Udgift Konto 7 b og 9: Disse forhøjes noget paa grund af Havneværkernes større udstrækning ligesom konto 12 og 13.
Udgift Konto 10 c: Anbringelse af nogle og tyve nye Gaslygter er taget i betragtning ved forøgelsen.

Udgift Konto 17: Bolværkernes Forstærkning ved anbringelse af en udvendig Spunds-væg agtes paabegyndt forsøgsvis.
Udgift Konto 18: til Paabegyndelse af søndre Moles forlængelse, som er paatænkt, vil udfordres en del forarbejder, hvortil 2000 Kr. er budgetteret.""

------------------------------------------------------
Til Budgettet for Havnen i1890 og de forventede Udgifter i Oktober kvartal d. A. bemærkes:
ad Konto 6 a: Molen forventes fremstillet som bestemt.
Mole-hovedet er udført. Fhyr-huset forventes opført og fyldning med jord af det manglende til dels fuldført.
ad Konto 6 c: Søndre Moles Bolværk er paa grund af det vanskelige arbejde endnu ikke meget fremskredet, men ventes at kunne tilendebringes næste Foraar ved arbejde hele Vinteren.
ad Konto 6 d: Kystværnet kunde ikke fuldføres i dette Aar paa grund af manglende overenskomst med Statsbanen om tilslutningen.

ad Konto 6 e: Stenglacis er af samme grund ikke paabegyndt.
ad Konto 6 g: Vorrebækkens kloak er fuldført.

ad Konto 6 h: Til kloaken langs Kystvejen er der ikke anskaffet Materialier, da Jærnbane-sporet maa flyttesind paa Havnepladsen, forinden den kan bygges, og dette ikke kanske før i 1891.",,"1890:47,214,216,240. side: 244"
12473,445-1890,18901106_204-12,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=12,"ad Konto 6 i: Ophalings-beddingen er snart fuldført.
ad Konto 8 b: Opmudrings-arbejdet. Beløbet er ikke brugt op, da den nye muddermaskine dels ankom senere end bestemt, dels derved, at der er hengaaet længere tid, indenden er bleven indarbejdet.

ad Konto 12 b: Af betalingen for den nye Muddermaskine vil der overgaa ca. 15,000 Kr. til næste Aar, og der er i Aar bygget 2 Mudder-pramme.

ad Konto 14: Til Is-brydning er er i dette Aar kun anvendt et mindre beløb.

ad Konto 16: Havnepakhuset er opført og ventes taget i brug i den nærmeste tid.

Det ydre Havnebassin er i dette Aar for største delen udgravet til 19 á 20 Fod; til næste Aar ventes denne dybde tilvejebragt ved bolværkerne, hvad der ikke er sket i Aar, og uddybning til 22 Fod langs søndre Mole agtes paabegyndt.""",,1890:215. side: 37#1890:215. side: 240#1890:215. side: 305
12474,446-1890,18901106_204-12,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=12,"da det af hensyn til Gasforbruget i det ny Havnepakus og ved det ny Havnebassin havde vist sig nødvendigt, at der nedlægges en gasledning under Jærnbane-sporene ud for St. Oludsgade, havde Gasværks-bestyrelsen ved henvendelse til Statsbanedriften andraget om, at et saadant Anlæg maatte finde sted, hvorpaa Banechefen for Jylland- Fyn i en til Bestyreren for Gasværket under 24de f. M. rettet skrivelse med sagmærke 238/89 -90 havde meddelt, at de betingeler, der af Statsbanedriften som regel i saadanne tilfælde opstilles ligeoverfor vedkommende Kommuner, ere følgende:
1. Jordarbejdet paa Statsbanedriftens grund saa vel ved anlægget som ved den fremtidlige vedligeholdelse af ledningen sker ved Statsbanedriftens foranstaltning men paa Kommunens bekostning, saaledes at samme refunderer Statsbanedriften udgifterne derved efter regning;
2. Lægningen af ledningen og den fremtidige vedligeholdelse af denne sker ved Kommunens foranstaltning efter Statsbanedriftens anvisninger,
og at der intet var til hinder for arbejdets udførelse, naar der tilvejebragtes og til Statsbanedriften indsendtes en erklæring fra Aarhus Kommune om, at den indgaar paa disse betingelser.
Under henvisning hertil meddelte Formanden, at han, da sagen havde haft og det kommende Byraadsmøde derfor ikke",Belysning.~Gasindlæg.#Havnen.~Havnepladsen (jfr. ”Jorder” under ”Leje af Jord”).#Jernbanevæsen.~Østbanen.,1890:215. side: 37#1890:215. side: 240#1890:215. side: 305
12475,446-1890,18901106_204-13,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=13,"kunde oppebies, efter Gasværks-udvalgets anmodning, i forventning af Byraadets sanktion paa Kommunens vegne var indgaaet paa fornævnte betingelser, hvilket Byraadet bifaldt.",,"1890:47,214,216,240. side: 244"
12476,449-1890,18901106_204-13,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=13,"Efter derom fra Udvalget for Havnevæsenet i skrivelse af 4de d. M. modtagen indstilling besluttede man at andrage hos Indenrigsministeriet om approbation paa følgende overskridelser af Havnes budget for indeværende Aar, nemlig 
paa Konto 6 a - til Brosten og til den planlagte Fyrbygning paa den gamle nordre (midterste) Mole (ca. 600 Kr.)........................................ca. 2100 Kr.
paa Konto 6 b til forøgelse af Bolværks-dybden til 22 Fod ved den under ombygning værende del af den søndre Mole........................................ca. 5500 Kr.
paa Konto 7 b til almindelige vedligeholdelses-arbejder----------------------------------------ca. 1200 Kr.

paa Konto 12 a og 13 til anskaffelse og vedligeholdelse af Inventar resp. 200 og 150 Kr.

...............................................................ca. 350 Kr.
---------------------------------------------------------------
Tilsammen ..........................................ca. 9150 Kr.
(Se mødet den 18de Decbr.)",Havnen.~Regnskaber og Overslag.,"1890:47,214,216,240. side: 244"
12477,415-1890,18901106_204-13,https://storage.googleapis.com/openaws-webonly/18901106_204.pdf#page=13,"Da kommunen for sine Udlæg til Behandlingen af smitsomme Sygdomme i forrige Aar har krav paa en betydeligere Refusion af Statskassen i Henhold til Lov Nr. 78 af 20de April 1888, men Anmeldelse herom ikke kan gjøres, forinden Kommunens Regnskab for 1889 er revideret og decideret, havde man af dette hensyn formaaet de kommunale Revisorer til at antecipere Revisionen af Udgiftskonto VII i nævnte Regnskab, der omfatter Medicinalvæsenet.
I Henhold hertil var der under 16de f. M. fra de kommunale Revisorer modtaget Bemærkninger til konto VII i kommunens Regnskab for 1889, og efter at samme i Mellemtiden havde været undergivet regnskabsmæssig Behandling, bleve de nu deciderede i Overensstemmelse med Decisionsudvalgets Forslag.",,
12481,202-1890,18901113_217-1,https://storage.googleapis.com/openaws-webonly/18901113_217.pdf#page=1,"Byraadet underskrev en Garantipaategning paa en af Udvalget for Havnevæsenet til den danske Landmandsbank udstedt Obligation for 100,000 Kr., som er Resten af den Havnevæsenet tilkommende Andel af det hos nævnte Bank i 1889 optagne større Laan.
(Se Møderne den 22de Maj og 17de Juli.)",Laan.~Kommunens Laan.,"1890:113,130,133,138,217,217, side: 343#1890:113,130,133,138,217,217, side: 343#1890:27,217, side: 454#1890:92,101,107,131,146,159,177,185,186,217,230,237, side: 546"
12482,395-1890,18901113_217-1,https://storage.googleapis.com/openaws-webonly/18901113_217.pdf#page=1,Fra Byfogden var der med Skrivelse af 10de f. M. til Efterretning modtaget Regnskab over Aarhus Politikasses Indtægter og Udgifter i Aaret fra den 1ste April 1889 til den,#Rets- og Politivæsen.~Politikasse.,"1890:113,130,133,138,217,217, side: 343#1890:113,130,133,138,217,217, side: 343#1890:27,217, side: 454#1890:92,101,107,131,146,159,177,185,186,217,230,237, side: 546"
